,State,fips,cases,deaths,1 week increase in cases,2 change increase in cases/ 1 week increase,4 change increase in cases/ 1 week increase,latest Date Used,Average Case number per day,pop,density
13,Idaho,16,179511,1957,4096,0.536132813,0.490722656,3/27/2021,-55.14285714,1860120,22.5079
14,Illinois,17,1239012,23498,22708,0.548000705,0.666196935,3/27/2021,-594.1428571,12569300,226.3964
15,Indiana,18,686360,13011,10978,0.48214611,0.541082164,3/27/2021,-236.7142857,6805660,189.9643
16,Iowa,19,349554,5718,6435,0.456721057,0.607614608,3/27/2021,-95,3167970,56.7157
17,Kansas,20,303710,4891,3904,0.38960041,0.380891393,3/27/2021,-61.85714286,2917220,35.6807
18,Kentucky,21,428107,6053,11450,0.418689956,0.359650655,3/27/2021,-104,4480710,113.4759
19,Louisiana,22,443069,10087,7890,0.412547529,0.422306717,3/27/2021,-119.4285714,4627000,107.0966
20,Maine,23,49653,736,2364,0.607445008,0.57571912,3/27/2021,-53.85714286,1354520,43.9166
21,Maryland,24,406894,8246,11309,0.569281104,0.680254664,3/27/2021,-338,6065440,624.8522
22,Massachusetts,25,627556,17086,20936,0.584686664,0.70209209,3/27/2021,-496.4285714,6912240,886.1846
23,Michigan,26,723208,17038,24345,0.871185048,1.325898542,3/27/2021,-1344.714286,9992430,176.7352
24,Minnesota,27,513911,6903,12605,0.624990083,0.759222531,3/27/2021,-396.4285714,5706400,71.6641
25,Mississippi,28,304420,7000,6486,0.323774283,0.268732655,3/27/2021,-39.28571429,2966410,63.2187
26,Missouri,29,583194,8942,57590,0.067268623,0.085674596,3/27/2021,-105.5714286,6169040,89.7419
27,Montana,30,104159,1436,1881,0.659755449,0.593833068,3/27/2021,-19.14285714,1085000,7.4547
28,Nebraska,31,208707,2281,3781,0.475800053,0.534779159,3/27/2021,-65.42857143,1952000,25.4087
29,Nevada,32,302951,5236,5616,0.324430199,0.35238604,3/27/2021,-50.57142857,3185790,29.0195
30,New Hampshire,33,82745,1235,3153,0.633365049,0.770377418,3/27/2021,-85,1372200,153.2671
31,New Jersey,34,892145,24382,47750,0.585005236,0.61773822,3/27/2021,-1160.857143,8874520,1206.7609
32,New Mexico,35,190887,3927,3279,0.424824642,0.404696554,3/27/2021,-49,2105000,17.354
33,New York,36,1840338,49446,98636,0.4497141,0.618911959,3/27/2021,-2546.285714,19300000,409.5404
34,North Carolina,37,911060,12049,24960,0.509775641,0.430328526,3/27/2021,-739.7142857,10701000,220.1037
35,North Dakota,38,102568,1498,1163,0.56749785,0.803955288,3/27/2021,-14.71428571,770026,11.1596
36,Ohio,39,1010603,18526,22144,0.475117413,0.532153179,3/27/2021,-359.4285714,11714600,286.6939
37,Oklahoma,40,436971,4850,8189,0.305287581,0.30284528,3/27/2021,-126,3990440,58.1739
38,Oregon,41,163737,2386,4112,0.465710117,0.582441634,3/27/2021,-74.14285714,4289440,44.6873
39,Pennsylvania,42,1014137,25044,34982,0.578611858,0.70896461,3/27/2021,-921,12804100,286.1699
40,Rhode Island,44,135775,2608,4880,0.519877049,0.560655738,3/27/2021,-92,3194370,923.4952
41,South Carolina,45,548114,9104,17477,0.448646793,0.44195228,3/27/2021,-279.1428571,1061510,1026.6054
42,South Dakota,46,117081,1933,2200,0.559090909,0.617272727,3/27/2021,-36.42857143,5277830,175.5707
43,Tennessee,47,792763,11713,15429,0.551040249,0.553697582,3/27/2021,-332.1428571,896581,11.8265
44,Texas,48,2778980,48212,75249,0.367898577,0.35060931,3/27/2021,-1071,6944260,168.4069
45,Utah,49,384231,2101,7215,0.453222453,0.404712405,3/27/2021,-83.42857143,29730300,113.808
46,Vermont,50,18623,224,1600,0.535625,0.6675,3/27/2021,-54.14285714,3310770,40.2917
47,Virginia,51,613974,10178,19248,0.529197839,0.531275977,3/27/2021,-362.1428571,623251,67.6197
48,Washington,53,363588,5288,9542,0.551247118,0.651016558,3/27/2021,-205.8571429,8603980,217.8774
49,West Virginia,54,140316,2631,3569,0.652563743,0.795180723,3/27/2021,-96.42857143,7796940,117.3248
50,Wisconsin,55,633846,7275,8146,0.506015222,0.57439234,3/27/2021,-116.5714286,1767860,73.5444
51,Wyoming,56,56046,695,813,0.514145141,0.57195572,3/27/2021,-20.57142857,5852490,108.0633
52,Puerto Rico,72,139508,2112,2758,0.514503263,0.606236403,3/27/2021,-148.8571429,581075,5.9847
1,Alabama,1,513580,10523,10862,0.724360155,0.276284294,3/26/2021,-148.4285714,4934190,97.427
2,Alaska,2,61744,299,1950,0.454871795,0.544102564,3/26/2021,0,724357,1.2694
3,Arizona,4,838558,16898,16487,0.195548008,0.212409777,3/26/2021,-277.5714286,7520100,66.2016
4,Arkansas,5,329695,5583,7861,0.225671034,0.180893016,3/26/2021,-44.71428571,3033950,58.3059
5,California,6,3656693,58603,55796,0.379220733,0.325793964,3/26/2021,-1048.428571,39613500,254.2929
6,Colorado,8,458106,6161,15367,0.423439839,0.504782977,3/26/2021,-551.8571429,5893630,56.8653
7,Connecticut,9,305210,7865,10631,0.575110526,0.801335716,3/26/2021,-461.2857143,3552820,733.7505
8,Delaware,10,93325,1536,3813,0.452137425,0.443220561,3/26/2021,-153.8571429,990334,508.1242
9,District of Columbia,11,43825,1055,1998,0.376376376,0.395895896,3/26/2021,-60.42857143,714153,11707.4262
10,Florida,12,2033171,33115,69642,0.450762471,0.487091123,3/26/2021,-2028.571429,21944600,409.2233
11,Georgia,13,1028447,18275,30119,0.351771307,0.376274113,3/26/2021,-514,10830000,188.3053
12,Hawaii,15,29322,456,836,0.624401914,0.770334928,3/26/2021,-43.42857143,1406430,218.9678
13,Idaho,16,179313,1957,3997,0.556417313,0.505629222,3/26/2021,-83.42857143,1860120,22.5079
14,Illinois,17,1236528,23472,22854,0.533648377,0.633805898,3/26/2021,-949,12569300,226.3964
15,Indiana,18,685382,13002,11011,0.475524476,0.53155935,3/26/2021,-376.4285714,6805660,189.9643
16,Iowa,19,349055,5716,6503,0.45532831,0.576810703,3/26/2021,-166.2857143,3167970,56.7157
17,Kansas,20,303710,4891,3900,0.391025641,0.381282051,3/26/2021,-61.85714286,2917220,35.6807
18,Kentucky,21,427650,6041,11745,0.422222222,0.35342699,3/26/2021,-169.2857143,4480710,113.4759
19,Louisiana,22,443069,10087,7890,0.412547529,0.422306717,3/26/2021,-119.4285714,4627000,107.0966
20,Maine,23,49443,731,2355,0.602972399,0.583014862,3/26/2021,-83.85714286,1354520,43.9166
21,Maryland,24,405528,8232,11044,0.581401666,0.674121695,3/26/2021,-533.1428571,6065440,624.8522
22,Massachusetts,25,624986,17051,20879,0.556635854,0.69471718,3/26/2021,-863.5714286,6912240,886.1846
23,Michigan,26,718182,17015,23753,0.833747316,1.287374226,3/26/2021,-2062.714286,9992430,176.7352
24,Minnesota,27,512175,6899,12230,0.628372854,0.753393295,3/26/2021,-644.4285714,5706400,71.6641
25,Mississippi,28,304210,6998,6345,0.382821119,0.298502758,3/26/2021,-69.28571429,2966410,63.2187
26,Missouri,29,582660,8910,57322,0.069153205,0.086267053,3/26/2021,-181.8571429,6169040,89.7419
27,Montana,30,104107,1435,1951,0.623782676,0.618657099,3/26/2021,-26.57142857,1085000,7.4547
28,Nebraska,31,208213,2280,3856,0.453319502,0.452022822,3/26/2021,-136,1952000,25.4087
29,Nevada,32,302655,5226,5554,0.358300324,0.350378106,3/26/2021,-92.85714286,3185790,29.0195
30,New Hampshire,33,82374,1231,3181,0.604212512,0.747563659,3/26/2021,-138,1372200,153.2671
31,New Jersey,34,887479,24358,48018,0.560039985,0.619351077,3/26/2021,-1827.428571,8874520,1206.7609
32,New Mexico,35,190716,3925,3248,0.427955665,0.41317734,3/26/2021,-73.42857143,2105000,17.354
33,New York,36,1831605,49363,100645,0.434437876,0.586030106,3/26/2021,-3793.857143,19300000,409.5404
34,North Carolina,37,911060,12049,26471,0.443050886,0.474103736,3/26/2021,-739.7142857,10701000,220.1037
35,North Dakota,38,102414,1498,1137,0.586631486,0.764291996,3/26/2021,-36.71428571,770026,11.1596
36,Ohio,39,1008913,18526,22360,0.473881932,0.517754919,3/26/2021,-600.8571429,11714600,286.6939
37,Oklahoma,40,436971,4850,8343,0.374565504,0.297255184,3/26/2021,-126,3990440,58.1739
38,Oregon,41,163368,2384,4228,0.458372753,0.543992431,3/26/2021,-126.8571429,4289440,44.6873
39,Pennsylvania,42,1010521,25013,35521,0.534191042,0.70172574,3/26/2021,-1437.571429,12804100,286.1699
40,Rhode Island,44,135775,2608,4880,0.519877049,0.560655738,3/26/2021,-92,3194370,923.4952
41,South Carolina,45,546670,9092,17585,0.450440717,0.447483651,3/26/2021,-485.4285714,1061510,1026.6054
42,South Dakota,46,116833,1928,2240,0.522767857,0.587053571,3/26/2021,-71.85714286,5277830,175.5707
43,Tennessee,47,792724,11713,16465,0.518129365,0.522563012,3/26/2021,-337.7142857,896581,11.8265
44,Texas,48,2775890,48126,77816,0.360478565,0.331577054,3/26/2021,-1512.428571,6944260,168.4069
45,Utah,49,383771,2091,7410,0.444534413,0.395006748,3/26/2021,-149.1428571,29730300,113.808
46,Vermont,50,18498,224,1660,0.463855422,0.665662651,3/26/2021,-72,3310770,40.2917
47,Virginia,51,612062,10154,19575,0.509220945,0.504725415,3/26/2021,-635.2857143,623251,67.6197
48,Washington,53,362403,5288,9478,0.550538088,0.608356193,3/26/2021,-375.1428571,8603980,217.8774
49,West Virginia,54,139750,2628,3608,0.623614191,0.736696231,3/26/2021,-177.2857143,7796940,117.3248
50,Wisconsin,55,633154,7272,8479,0.486613987,0.533081731,3/26/2021,-215.4285714,1767860,73.5444
51,Wyoming,56,56046,695,813,0.514145141,0.57195572,3/26/2021,-20.57142857,5852490,108.0633
52,Puerto Rico,72,139240,2109,2707,0.490579978,0.639083857,3/26/2021,-187.1428571,581075,5.9847
